ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
002466.SZ,20211015,20210930,扭亏,138.07,156.2,42000.0,62000.0,-110327.86,20211015,预计:净利润42000-62000,公司2021年前三季度业绩变动的主要原因：1、受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖，报告期内，公司主要锂化合物产品销量和销售均价均较上年同期增长。2、本报告期内，公司子公司增资扩股引入战略投资者IGOLimited的交易完成，公司根据《企业会计准则第8号—债务重组》《企业会计准则第22号—金融工具确认和计量》《企业会计准则第23号—金融资产转移》相关准则要求，确认了与银团并购贷款展期相关的债务重组收益，该项系非经常性损益。3、本报告期内公司对联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）确认的投资收益较上年同期大幅增长。,1
002466.SZ,20211015,20210930,扭亏,138.07,156.2,42000.0,62000.0,-110327.86,20211015,预计净利润42000-62000万,公司2021年前三季度业绩变动的主要原因：1、受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖，报告期内，公司主要锂化合物产品销量和销售均价均较上年同期增长。2、本报告期内，公司子公司增资扩股引入战略投资者IGOLimited的交易完成，公司根据《企业会计准则第8号—债务重组》《企业会计准则第22号—金融工具确认和计量》《企业会计准则第23号—金融资产转移》相关准则要求，确认了与银团并购贷款展期相关的债务重组收益，该项系非经常性损益。3、本报告期内公司对联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）确认的投资收益较上年同期大幅增长。,0
002466.SZ,20210715,20210630,扭亏,111.1978,116.6531,7800.0,11600.0,-69656.51,20210428,预计:净利润7800-11600,1、本报告期内，因SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）股价变动，公司持有的SQM的B类股领式期权业务产生的公允价值变动收益较预计增加。上述领式期权业务导致的公允价值变动损益为非经常性损益。2、本报告期内，公司主要锂化合物产品销量和销售均价均较预计增长。3、本报告期内，由于美元兑澳元的汇率变动导致汇兑损失超过预计。以上原因品迭导致公司业绩预告修正。,1
002466.SZ,20210428,20210630,续亏,64.11,81.34,-25000.0,-13000.0,-69656.51,20210428,预计:净利润-25000--13000,,1
002466.SZ,20210415,20210331,续亏,44.033,62.0224,-28000.0,-19000.0,-50029.44,20210415,预计:净利润-28000--19000,"公司报告期业绩变动的主要原因:1,2020年第一季度,澳元兑美元汇率下降幅度较大,故上年同期财务费用汇兑损失金额较大,本报告期澳元兑美元汇率相对平稳,因此财务费用中汇兑损失金额较上年同期大幅减少.2,受公司重要的联营公司SociedadQuímicayMineradeChileS.A.(以下简称“SQM”)股票价格,Libor利率波动等因素影响,本报告期公司持有的SQM2.1%B股领式期权业务与套期保值业务产生的公允价值变动收益较上年同期大幅下降约2.4亿人民币.上述领式期权业务与套期保值业务导致的公允价值变动损益为非经常性损益.",1
002466.SZ,20210415,20210331,续亏,44.033,62.0224,-28000.0,-19000.0,-50029.44,20210415,预计净利润-28000~-19000万,"公司报告期业绩变动的主要原因:1,2020年第一季度,澳元兑美元汇率下降幅度较大,故上年同期财务费用汇兑损失金额较大,本报告期澳元兑美元汇率相对平稳,因此财务费用中汇兑损失金额较上年同期大幅减少.2,受公司重要的联营公司SociedadQuímicayMineradeChileS.A.(以下简称“SQM”)股票价格,Libor利率波动等因素影响,本报告期公司持有的SQM2.1%B股领式期权业务与套期保值业务产生的公允价值变动收益较上年同期大幅下降约2.4亿人民币.上述领式期权业务与套期保值业务导致的公允价值变动损益为非经常性损益.",0
002466.SZ,20210130,20201231,续亏,62.06,77.27,-227000.0,-136000.0,-598336.25,20201020,预计净利润-227000~-136000万,2020年度公司预计亏损金额较上年明显减少。业绩变动的主要方面是：1、2019年计提了大额长期股权投资减值准备合计53.53亿元人民币。2020年度公司将根据《企业会计准则第8号-资产减值》的相关要求，对存在减值迹象的资产进行减值测试。2、2020年度公司预计营业收入较2019年度下降。主要原因系锂化工品的价格在2020年1-3季度持续走低。叠加海外新冠疫情扩大因素导致出口份额降低，虽然锂化工品市场在2020年4季度以来有所反弹，但综合来看，公司本年产品销售均价和销量均较2019年有所下降。3、受SQM股票价格、Libor利率波动等因素影响，2020年的SQM2.1%B股领式期权业务产生的公允价值变动与套期保值业务产生的投资收益导致公司归属于上市公司股东的净利润减少约5亿元人民币，较2019年度下降346.8%。上述领式期权业务与套期保值业务导致的公允价值变动和投资收益均为非经常性损益。4、2020年度公司财务费用较2019年度下降，主要原因系本年汇率变动导致汇兑收益增加以及因2019年12月配股偿还部分银团借款本金以及Libor利率下调导致利息费用下降。,1
002466.SZ,20200831,20200930,首亏,-1239.88,-783.93,-159000.0,-95400.0,13948.84,20200831,预计净利润-159000~-95400万,锂化工品及锂矿售价和销量较上年同期下降。,0
002466.SZ,20200429,20200630,首亏,-582.0871,-421.3914,-93240.0,-62160.0,19340.9,20200429,预计净利润-93240~-62160万,（1）锂化工品及锂矿售价和销量较上年同期下降。（2）与上年同期相比，汇率变动较大，导致本期财务费用汇兑损失金额增加。,0
002466.SZ,20200415,20200331,首亏,-558.2448,-504.3337,-51000.0,-45000.0,11129.42,20200415,预计净利润-51000~-45000万,"1,报告期内,由于行业周期调整,突发新冠肺炎疫情等多重不利因素影响,锂产品价格下跌,以及物流不畅与下游客户延迟开工导致销量下滑.上述因素导致报告期内营业收入及毛利率较去年同期下降,由此导致公司归属于上市公司股东的净利润下降.2,报告期内,澳元兑美元汇率下降幅度较大,导致本期财务费用汇兑损失金额较上年同期大幅增加.3,随着国内疫情逐步好转,下游客户陆续复工复产,物流不畅情况逐步得以缓解,公司将在做好疫情防控的同时,积极开展工作部署,努力降低疫情带来的不利影响.",0
002466.SZ,20200203,20191231,首亏,-272.7185,-218.1758,-380000.0,-260000.0,220011.22,20191023,预计净利润-380000~-260000万,"2019年，在国家新能源汽车补贴退坡等不利因素影响下，锂产品市场复苏缓慢，行业面临多重压力和巨大挑战，产品销售价格持续下滑。天齐锂业股份有限公司（以下简称“公司”）在收购SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）23.77%后，财务负担沉重，同时公司投资及营运涉及澳大利亚、智利等国家，公司的业务、财务会受所在国家的法律框架及政府政策变化等因素影响，特别是在2019年第四季度以后，发生了较多未预见或未能充分预计的情况，从而对公司2019年度经营业绩造成重大影响。主要原因如下：1、计提长期股权投资减值准备的影响.1）计提SQM长期股权投资减值准备.公司对SQM长期股权投资等资产进行了清查和分析，认为该项资产存在减值迹象。2019年以来，SQM亦受到行业调整、锂价下行的影响，其经营业绩较同期出现较大幅度的下降，且与预期偏差较大。根据《企业会计准则第8号-资产减值》等相关规定，本着谨慎性原则，根据SQM经营情况及未来的盈利预测，经初步测算，公司2019年拟对SQM的长期股权投资计提减值准备约220,000万元人民币，最终减值计提金额将由公司聘请的评估机构及审计机构进行评估和审计后确定。2）计提SALA长期股权投资减值准备.公司控股子公司WindfieldHoldingsPtyLtd（中文名：文菲尔德控股私人有限公司，以下简称“文菲尔德”）下属公司泰利森锂业（加拿大）公司拥有SalaresdeAtacamaSociedadContractualMinera（以下简称“SALA”）50%的权益，SALA全资拥有位于智利的Salares7...",0
